ASV.ID	kingdom	phylum	class	order	family	genus	species	Confidence
8ab5d5651b73256abbf5dffa16993893	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter		0.9999999999990904
672b87f3dc10f0844de852b6ce98bf3e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	0.9999892945533644
f91a8ba5fd054f8cf6081167d61b1e00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius	0.9999999994383018
9b70e9d94d98cae2fa2204f5ae977b8a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999887110226946
9f655925ca1c6377088d154974d782b9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides		0.9994112398930768
398b18a14583988417d8887b4be6620f	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	parvula	0.9797292631984692
b59f50827ef57fea7eceed1cc880d113	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter		0.9219777167678068
f3d183afc5feaece4f93438a9d94c2a5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		0.9761700383968684
e12deb0e7d053c564b9865b122d9ecda	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	ramosum	0.9752323700643096
141c66fc252562204d57a36c7f84f734	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae			0.9999831500208772
8ffe9716a3d1e1d39548c89e5702b154	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			0.9999999975882776
645120f0247911763576f5aaa791e29e	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella		0.9999787721311733
c00d9f9dfcc07f48d76faa139057be0e	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae			0.999956630589486
13dfec544a2dabda670066dd4fc9f0bc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.9991105019202348
d2a3da7945390dbad3d0ce87be4ccef3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		0.9630176295677858
31d3319f24d19b64f13a7537c7813e5b	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus	0.9999971088351756
77178ba42e189a88721d20e5558b30f4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	ramosum	0.7147627015589132
ed661fcfc070289d101d2bd69d0091b6	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	kristinae	0.9239844579420704
1f5edf95536fd646da5e0fb38f864843	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium		0.9999998096576416
d14d4356318e87fa9e72e5d42bdb2f0e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9021988394010956
1124ddc3c7f1196ff5e11aac319f8219	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira		0.9999999349511222
ceb97c85fa8499c701585112dbb757b6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	pullicaecorum	0.9020990728551388
d402da93607e4d210c68f1b2cac292ad	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis		0.9999999735074996
3df10c44a65cb5d081e3fe04f1c06994	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.988797274168148
48c3b590390b43b4de34c7f8d40ef75d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus		0.9952591793485962
f33f8133b3cf4d4607329c7b8fb931e5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.8550212242930924
ce4f2173508a92b7c036a9aa4f8ddd5f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc		0.999689956472494
7da11dbd99a3a9c4c783f46ba883cf35	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae			0.9976649942404356
c4b0f618a7292ecb98482f2a21b0a8ed	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9846838504044876
a8133619446e38eba0d255d085b6c98f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			0.9999999951873184
7c6269b20e3d78c42cdaa75c0dcb8747	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus	0.9999655685085004
f3f8c583a5156165813870d283e98025	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9991354623515492
e4d71fbb3a39ee09fbf32154497d0cdc	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			0.997851191914224
16d00d2edfc727efb7f8300c8d809b4b	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar	0.9567314695764241
590890001a4f9c0a996153a3144564e2	Bacteria	TM7	TM7-3					0.9997940274564744
526f0e512bb73c945034df5bc79fad12	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.9724071519784548
4ee57893f80bafe40a9e29e12b4c0540	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter		0.9161310998034063
6849a71201249a19f23f608e8db208c0	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium		0.9949775187882832
d91e369fcc7ab1ab49550e6508f7e4a7	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			0.9907748794813804
ee49156d096776f54884412aef733cdc	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7775999736763896
7791f81deabfc2db3c6c2483345a82b5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			0.9999999116850046
5ad7891cfecec962b693b434316d36fa	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			0.9999996449634994
de6fd0be0a85e9a59b4427d6abee6b6b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.9986167333393235
575b86288d6aa35e4f3826cceddbe9e4	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	muciniphila	0.999997026644011
ee1760654e6730275ca75f2e08927f67	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia		0.9999999999999574
b87c02fb64c722f5528d2af82da0ebea	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobaculum		0.9999999999964472
34a0af61e57ce7adb14bee093f482eb3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			0.9103435750736156
0bce86adbcf2687cbeb47e12fb713341	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	delbrueckii	0.9999880208572732
66dd1a46d0891500d94a9022805d411a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus	0.9993812716265714
4cb6e5d54cc1497b8bee91080df5a532	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	indistinctus	0.9999999965324946
34899def7e9527bbd9048f1e8155e930	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	0.9994719222294371
82193c7294c444515b1e4a5a5fd3df51	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia		0.8109433930902504
c22af51d9031b129a41ce6bdd5a3843e	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			0.8378915870993804
1bdbac86c14bea162efcc00b34ec88e5	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	1-68		0.9999999960611491
56e1f3bb2bf5c32be294321648c994bc	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces		0.9980974686755454
351cc6da0730ca384ba429173d7de06f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			0.9999999629166414
c8f77df7bce1c09cfb700fad703b62bf	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			0.9999999874736716
402152a1b2e68f35c77bb62df18a43d9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.8322886749159042
f007354a4b9472775651d47c66817345	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae			0.9385028698801132
aabd7495a0b7f56d01128565ab26edc2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Eggerthella	lenta	0.7814976634050432
50e1e56f656f91392a01966e092c8fdd	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Peptoniphilus		0.9999999999831176
34b7db174b57c88967dd9f156f13e28a	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces		0.9999999999967032
c07dfb179824fd63888814fd22a84fb6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.7712480499208276
9778fe4acaa4bc0c4a9d1c828ad77652	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9997607029632818
c0002e94f87ea198db5c780c3fa065a1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar	0.9620311186017312
b023e3e7eaecf5a69ea75d7c831841df	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.9240914578103993
80b7e65576839ac14e0e3abba7c17787	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	paramesenteroides	0.9126792508896872
c04c8bc3ba287be031fb7cb91bacce98	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces		0.999613950621096
a372640168045fe60752793643c1d5f7	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium		0.7038000681670171
23f65cd84d0f66dcb84cb58f05e6cf92	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.9850204844234064
f847934b592fd79c0cc9036ee0670620	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea		0.7771557563296217
97aa042f96a35c7a6de1895b25fb9f88	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea		0.9817870892074628
510d2656c3c8713ed6856053b762ac22	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9195125847157272
b8c80e49fb7e908ab0a456c4bcf40c02	Bacteria	TM7	TM7-3	CW040				0.9999998150230625
dc2762f6588f80d046a89f4cfe3940df	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			0.8410824221602029
70fcc6a5a79744341053b7d6c1634303	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	aldenense	0.985893274828886
0471e43a6a41652e93fec6cf1133d55b	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999180764311518
53cbe14d5c50666931acbadd8c0ef034	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus		0.9879620396699348
7d1a0e3d6e83e41eb2eb9a2e8869a26a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella		0.9453632311705308
f6ef5d91407dfef162e5587b7e895f4e	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum		0.9999999999999148
31d30b7227305315dd7f06450cd8e810	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	0.9997080077284946
9a82d312310b3d13c6c279c4afe966ec	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	muciniphila	0.9999999709401384
1e97603724b6bff05d6df2a6a1a0fdd4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella		0.9999801038582083
95f2d2dcb4ca3390b6691bb82b4d3a55	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae	0.999891673354974
39ca7db49b2cf188f17cb619afe03372	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	salivarius	0.9999961926548626
756159133e03ab4ff760ef6ae3a14720	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9863343535142538
50f1300dad764e0c6cf6a8b0f29ab327	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.7879309757026559
6af6e5476249d65392275a3b71895ea9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		0.9953622996699644
c276bd1db1bb3c8e30c925238cadd234	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae			0.9999676622249496
1281e0b3bebdedff798e09f6fab90937	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides		0.9999492579443688
a070b5ae010bc926fdfae841ce2f8dad	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9993142794246788
821b27a6d927ce007b1830fc6d85213f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			0.9999999575122868
a769494c2fa74f48f258b277a1ef70d6	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	dolichum	0.9999505686903696
2607a27087bd34ba49e2149f7b74fa97	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae	0.9999122064543357
e5ae8a668c83e15bb1e48b1d79b5ee85	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.9977387501929896
6407665746e7c7c0abbece91ac82116d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.9995694596164026
a760f85ab90658c111074651ccf2338d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9998374841144608
d4735ea3b53b4a095b3533dc487e0de4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	parvula	0.9571520519027598
d96fc66b1336a129c33ecefb251cc498	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		0.8451221358791388
53ea13151d98c2da08afd386708c687f	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	muciniphila	0.9999999996724966
8954342345aecc090e6df075c76ba022	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	ramosum	0.9755955389375638
a18933a51fbcd381041b692ab7b1334c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		0.9999998632583336
078d5fbf1da82ecae7a9fec2b0819380	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera		0.9987369137899074
88c131d4ca4989d3fabc7e9369e3738b	Bacteria	Firmicutes	Clostridia	Clostridiales				0.990007022476313
fbfaad68687b31821389ad0323b9cc6d	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	ramosum	0.9987200667618892
e7dc0ba9d5d86b410119f5284fe66286	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc		0.9998245218784242
d58958557d1181ee89087fac5cc57cc1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			0.9999998900582094
3cc052575807d48347be5ce25287cfca	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9999437616588064
c20e01b7faff3f1bcbeb5bfbc5fc2d95	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus		0.9999728030766406
3c948db72bc0cf73cf2947101bb2b5cd	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			0.9999999999949076
a6f2b31d5f7a1d9da9c9f4932c9d04a5	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar	0.9965304205901456
301fccb82a370e92298708971abfba8a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9593523753886384
76dcd4080c4f1cd31d531f6f909fdf52	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		0.9619033679547732
1f847c577787128d8568a2a6dd964134	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Trabulsiella	farmeri	0.8217668445054771
94b6cc6898a7a734b252d7d7e4858bb7	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella		0.9999993680727364
09c9ab44f6ae2b5f6b32b962b0e7156c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9998608386398146
0828742aaa4029e46fbbafd1cc582c27	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar	0.930548123063338
3c3109fb3de1573985b73650ca6d4ac2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.7814793642342084
55f3e6130734ea33e38123ef0ceec28f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.9995935769194929
8672652eab95c16ce102f8cb260c63fb	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella		0.8998497526872533
a1217c524cbe9733c10ddf74e13b544e	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae			0.999906869765446
d146611765a362764033a9c49b9770ac	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri	0.9999998053651684
9f19e17bd90f4f0a87512f38d467e7e3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus	0.9999824457318636
aad250c47e537da1cf6210464e21da83	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	hiranonis	0.9880588477790035
8491c7992cbae422c9af026d97123b0d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	coprophilus	0.9999999997955912
58a581aec072b1c1b64525e83aa15fd9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9821314212998398
bb16e5eac8fd5dc7a5a3f6bd37d67e30	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Anaerococcus		1
2ec99726ba72aad736c2cbc4ccad47f1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium		0.9985216935102884
d622a0c9b66b4546ce4c78d35c8e5cf5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9304895631247352
855d9cc5b0105068f4106620b52d581f	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces		0.999999999992184
ded9034b4384ce4cf6dce6d83a7d1cbc	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Phascolarctobacterium		0.9999999997648672
684a8a07b8357fd0b64f74cb79d0dbfd	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio		0.9964168241285524
d7a643cb3080a95c49dec01f05a1ad67	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae			0.9455714450304018
b941f1623ac7d073076c5202780cb69d	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis		0.9999999206765752
bace66e5bb19ecb81755873c1a693044	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces		0.9992647203499332
25a3a81c25f296b8d43a1e6165bd42c2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.8221339079797578
2cf091031b82a1588280ceba1d976ce9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri	0.9999998455899805
8ffb79b3293bbe0f0ce635a103289168	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.9584502235998322
92bdc160fa3f78e7c0a2491251a526b4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium		0.9932076824664129
2440e7610f317c96887678a73dcbf32e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	distasonis	0.9999641368406746
25c1e88f062b00463499d34911234420	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella		0.7084960385836663
df0615bf0501ddf881779eaef124ed43	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus		0.9143348315992028
e168c56cf404c3274234e20d1e8a7a6b	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	mucosae	0.9999965615319012
582d61865a9af5806b2092354770e1bd	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Alloiococcus		0.9999999999989768
ada9a93ab11c72957bd89d3ac0da1923	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	durum	0.9999988556142948
e4b7302c3493766cece018df82213c98	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar	0.9968149961155968
d91cb7401f97468091cdd8ba9bf33115	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.8041363702462044
78c5e6f62fcb87a58f81c9015feb9076	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae			0.9999986855514575
0f5c8f3b540edb7b96bba0e42b1ec4ab	Bacteria	TM7	TM7-3					0.9997786166888246
3fde8055dc90e19800a1cc2e4b98c1d2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.8987559175395949
0931e025f0f04db4f08701450f7d66d4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera		0.9999992840561452
7ed8cd6bba4baa2ccc331eba75b6a185	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus		0.9859900825986808
b30480ed94c4f2a08e1447c22b96746c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	colinum	0.7467005310512352
f62464607db44b75ac67a2af6cc1d544	Bacteria	TM7	TM7-3	EW055				0.8986657561459254
c03fefed868c4d48622fb5ade0832716	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae	0.9983970121835058
bf52e68ad815227f7e2ea193b8c796f9	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium		0.9996641857903484
d908e770e09bf124f760a4fb50cd0fdc	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.967832621260144
8bd08820f1e1ab7dc3a6446c8ae28ed7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	boydii	0.8723067829581619
a087b0388fd4ee9609a07f03e95ee011	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			0.7215395688530849
06a2a8be22e68938978f6a69bee0e73d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9868552270040724
0ab74ffa19efd10d6535d765bb0233dc	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		0.9999204351535236
569fb749f19f6d1c7a31bcdb2a0123a7	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar	0.9984938254042331
057a1fd2c5473ce3191050a6b8949ee7	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium		0.9861912827067688
6b7530710e6c9eaef47db6dfa9701afb	Bacteria	TM7	TM7-3					0.998372635878528
7b8382352f57f1efc3ebfeb4946f844b	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces		0.9997983516003901
efcf518bbbc1798904458326df858c95	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus		0.9999567172389192
a18d29fab1f4b82f27dcaed686002e1b	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	saccharogumia	0.9991760714300784
c9ddd41f82760f7aa00b9cbd52f62274	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9984225993794716
3a624b335545326cc08ad1918136a250	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia		0.9999995799276776
ab907e654bcdd01770a2b15c245b7b2e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999269339243746
154a90068ae12f0393a1c8e20276c791	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri	0.9999998808965032
a4a7e0343a0e6a550e0993fac3b74ace	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		0.9006346690437733
698bc38c096abe9254723a2d53fd578d	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	parvula	0.7600624974588964
c32d355c1e28afeacd5bfa4bc2cc2f83	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter		0.7315359262435641
a83efd1fc4c20808975bd6dc490994d8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9842224224339476
debb34c82e7559aa5fa14a2135d8ad19	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9022798917875636
d5c29f557eae5d09763b0629ced2fbce	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri	0.999999701764141
bd7f5dcff44a6559379fa11c9556b00c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			0.9999998470335351
3f18c04ae71f250362371c667bc4982a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella		0.9999787116842572
4661f53d3e2dd12ece7480e3ccfdd93d	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces		0.9999999999817532
69a5d09ddfad65937eac53c6876201b1	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Anaerococcus		1
dd555a8b4afb1ee1dcc243ded783aabf	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.9999737802469156
